Datetime,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23
2018-04-27,18869.75,17941.083333333332,16973.916666666668,16249.333333333334,16347.916666666666,17479.416666666668,19147.916666666668,17286.083333333332,13723.5,11932.25,10964.25,10377.25,9583.333333333334,9269.166666666666,9190.333333333334,10331.833333333334,11777.083333333334,13473.083333333334,17769.166666666668,21734.833333333332,23361.5,22615.916666666668,21047.583333333332,19556.0
2018-04-28,18123.416666666668,16996.166666666668,16329.5,16120.0,16322.333333333334,16951.333333333332,17190.083333333332,14255.5,11162.75,10001.833333333334,9113.0,8194.416666666666,7579.916666666667,7404.75,7527.916666666667,7624.0,8733.666666666666,11280.583333333334,16017.833333333334,20337.75,22051.333333333332,21546.083333333332,20203.0,18497.25
2018-04-29,17535.5,16526.416666666668,15653.5,15502.166666666666,15406.583333333334,15759.666666666666,15820.25,13044.833333333334,10208.25,8980.166666666666,7980.916666666667,7670.916666666667,7436.25,7428.5,7510.5,8186.583333333333,9893.666666666666,12369.666666666666,16057.75,19808.75,22207.5,21756.833333333332,20336.916666666668,18658.0
2018-04-30,16935.75,16063.833333333334,15853.833333333334,15641.5,16163.583333333334,17709.5,19066.25,18353.333333333332,15804.75,13796.333333333334,12381.833333333334,12397.833333333334,11436.333333333334,11284.416666666666,11473.583333333334,12505.166666666666,14168.25,16397.583333333332,19524.083333333332,22854.75,24630.166666666668,23813.416666666668,22053.166666666668,19676.0
2018-05-01,17906.0,17251.333333333332,16399.916666666668,15958.416666666666,16600.583333333332,18034.833333333332,19678.416666666668,18528.916666666668,16230.166666666666,15238.083333333334,14351.166666666666,14130.166666666666,14156.166666666666,13647.5,13816.25,14382.75,15650.083333333334,16802.25,19998.666666666668,22978.25,24485.666666666668,23698.083333333332,21398.416666666668,19671.583333333332
2018-05-02,18936.25,18519.583333333332,17476.75,16399.916666666668,16565.75,17818.083333333332,19556.75,18788.75,16628.25,15943.916666666666,14800.916666666666,13597.666666666666,12810.583333333334,13842.0,14435.833333333334,13994.666666666666,14289.0,15143.5,18898.583333333332,22662.0,23893.083333333332,22727.0,20832.083333333332,18825.583333333332
2018-05-03,17601.25,16831.25,16580.083333333332,16765.083333333332,17088.166666666668,18604.75,20254.583333333332,18082.25,14894.5,13245.666666666666,12479.916666666666,11625.166666666666,11045.75,11341.333333333334,12004.333333333334,12836.416666666666,14369.333333333334,16057.916666666666,20098.583333333332,24077.333333333332,25234.583333333332,24207.916666666668,22362.5,20514.0
2018-05-04,19077.833333333332,18378.5,18024.583333333332,17998.666666666668,18698.416666666668,20397.5,21462.083333333332,19323.166666666668,15953.666666666666,14749.583333333334,14479.75,14262.166666666666,14391.916666666666,15155.0,16248.833333333334,17436.166666666668,19472.333333333332,21722.666666666668,25506.75,28373.916666666668,28778.833333333332,27165.083333333332,24806.25,23066.583333333332
2018-05-05,21886.416666666668,20620.666666666668,19831.416666666668,19383.5,19517.5,19922.916666666668,19583.083333333332,16735.083333333332,13963.333333333334,13135.916666666666,12751.083333333334,12546.333333333334,13310.083333333334,14419.166666666666,15296.416666666666,16594.0,19508.833333333332,21605.25,24403.5,26328.583333333332,26633.083333333332,25790.916666666668,23897.333333333332,21995.272727272728
2018-05-06,20363.916666666668,18967.083333333332,18397.416666666668,17704.666666666668,17563.583333333332,17684.416666666668,17627.0,15844.0,13722.583333333334,11735.666666666666,10840.833333333334,10739.916666666666,10852.333333333334,11719.666666666666,12590.25,14516.416666666666,17010.166666666668,19250.083333333332,21104.916666666668,23040.0,24305.166666666668,23424.416666666668,21585.166666666668,19468.333333333332
2018-05-07,17625.5,16182.083333333334,15366.916666666666,15548.916666666666,16049.666666666666,17198.25,18424.666666666668,16949.166666666668,14190.25,13314.5,12849.25,13077.25,13317.333333333334,13252.916666666666,13117.083333333334,13873.583333333334,15432.833333333334,17476.166666666668,21458.333333333332,25095.583333333332,25997.0,24997.75,22425.416666666668,20267.0
2018-05-08,18862.583333333332,17728.083333333332,17115.25,17161.166666666668,17697.0,19148.75,20483.083333333332,18596.083333333332,15952.333333333334,14384.083333333334,14410.75,14415.416666666666,14808.583333333334,15965.416666666666,15941.916666666666,15978.75,17391.166666666668,19530.833333333332,22890.166666666668,25585.5,26047.583333333332,24836.833333333332,22325.416666666668,20155.5
2018-05-09,18933.916666666668,18084.5,17525.0,17355.416666666668,18017.666666666668,19183.833333333332,19875.25,17381.75,14236.0,12682.833333333334,12234.916666666666,12186.666666666666,12542.666666666666,13488.166666666666,13875.666666666666,14653.916666666666,15847.25,18120.0,22201.416666666668,25304.666666666668,26102.666666666668,25045.75,22518.916666666668,20222.5
2018-05-10,18521.333333333332,17649.083333333332,17158.083333333332,17179.916666666668,17627.25,18825.75,19538.666666666668,17598.583333333332,14460.083333333334,12783.5,11857.75,11758.25,11884.416666666666,12191.416666666666,12557.666666666666,13272.333333333334,14768.416666666666,18004.25,21385.0,23997.0,25327.5,24165.083333333332,21979.166666666668,19664.75
2018-05-11,17950.0,16918.083333333332,16398.25,16491.75,17196.25,18391.333333333332,19175.25,17130.166666666668,14097.833333333334,12568.666666666666,11015.416666666666,11058.083333333334,10803.333333333334,10470.666666666666,10637.166666666666,11427.333333333334,13102.166666666666,15221.416666666666,19190.583333333332,23110.333333333332,24755.25,24385.083333333332,23135.5,21832.916666666668
2018-05-12,20931.916666666668,20031.25,19158.75,18447.0,18261.5,18625.916666666668,18282.333333333332,14860.333333333334,12222.416666666666,10955.083333333334,10356.833333333334,10281.166666666666,9935.75,9942.166666666666,9696.416666666666,9974.333333333334,10504.666666666666,12291.5,16292.75,20852.333333333332,22417.583333333332,21482.916666666668,20091.75,18783.5
2018-05-13,17663.416666666668,17022.833333333332,16229.083333333334,15840.0,15762.583333333334,15907.25,15068.666666666666,12355.333333333334,10937.833333333334,9909.833333333334,9013.25,8531.416666666666,8208.25,7999.416666666667,8140.75,8648.916666666666,9713.5,11317.583333333334,15386.916666666666,19335.75,21387.916666666668,20943.166666666668,19398.75,17659.083333333332
2018-05-14,16684.416666666668,15960.75,15773.416666666666,15910.5,16738.75,17806.916666666668,18356.166666666668,16476.166666666668,13975.75,13301.25,12869.75,12364.416666666666,12212.166666666666,12896.083333333334,13014.083333333334,13425.583333333334,14005.916666666666,15749.5,19647.583333333332,23550.0,24845.5,23896.333333333332,21967.25,19874.916666666668
2018-05-15,18671.0,17996.333333333332,17413.166666666668,17130.5,17831.0,19129.583333333332,19889.5,17902.25,14923.666666666666,13907.083333333334,13130.25,12298.666666666666,11774.583333333334,11542.083333333334,11246.083333333334,11919.416666666666,13379.666666666666,15409.0,20150.333333333332,24462.583333333332,25842.0,24986.25,23357.083333333332,21326.333333333332
2018-05-16,19833.25,18836.583333333332,18040.75,17461.666666666668,17725.333333333332,19126.416666666668,19671.333333333332,17447.75,14801.166666666666,13985.583333333334,13564.75,13367.666666666666,12791.916666666666,12646.583333333334,12515.166666666666,12560.166666666666,12984.583333333334,14610.083333333334,18792.25,23061.25,24585.5,23426.5,21257.916666666668,19450.25
2018-05-17,18117.75,16898.083333333332,16369.333333333334,16435.666666666668,17183.916666666668,18574.25,19310.75,16356.583333333334,13335.416666666666,11988.25,11457.166666666666,11168.166666666666,10980.75,10814.333333333334,10550.25,10923.75,11900.75,13677.833333333334,17487.333333333332,21979.083333333332,23665.166666666668,23174.833333333332,21518.833333333332,19389.416666666668
2018-05-18,17750.0,16798.166666666668,16066.416666666666,16020.333333333334,16692.083333333332,17830.5,18282.583333333332,15946.166666666666,13438.833333333334,12711.583333333334,12360.833333333334,12098.0,11811.666666666666,12098.916666666666,11775.75,11029.583333333334,11778.75,14219.333333333334,18108.75,22133.083333333332,23374.666666666668,22717.666666666668,21242.333333333332,19456.583333333332
2018-05-19,17960.166666666668,17031.75,16381.333333333334,16385.666666666668,16693.416666666668,17242.75,16678.5,13887.25,11475.25,10505.5,9637.0,8656.333333333334,8609.0,8263.5,8439.5,9555.416666666666,9869.25,12190.416666666666,15913.916666666666,20171.0,21831.666666666668,21509.416666666668,20359.583333333332,18679.5
2018-05-20,17421.0,16718.083333333332,15967.583333333334,15668.333333333334,15845.583333333334,16192.166666666666,15395.166666666666,12283.333333333334,10575.416666666666,9218.083333333334,9121.666666666666,8766.083333333334,7878.916666666667,7488.833333333333,7849.166666666667,8466.166666666666,10776.0,13672.083333333334,17432.083333333332,20398.083333333332,21731.166666666668,21171.416666666668,19980.75,18235.666666666668
2018-05-21,17117.333333333332,16299.75,15864.916666666666,15961.0,16664.833333333332,18027.416666666668,19224.5,18022.416666666668,16629.833333333332,14668.0,13542.416666666666,13079.916666666666,12697.0,12029.333333333334,11337.583333333334,11847.583333333334,12925.0,14500.0,18262.916666666668,22375.916666666668,23796.333333333332,23182.916666666668,21378.25,19267.166666666668
2018-05-22,18037.666666666668,17279.083333333332,17043.75,17308.083333333332,18077.916666666668,19139.916666666668,19677.166666666668,17852.833333333332,15298.75,14584.5,14066.916666666666,13632.583333333334,13556.75,13646.333333333334,13367.5,14094.166666666666,14787.166666666666,15923.75,19614.75,23359.166666666668,24819.916666666668,24214.916666666668,21823.5,19761.666666666668
2018-05-23,18528.75,17717.083333333332,17318.25,17454.416666666668,18152.416666666668,19583.833333333332,20480.833333333332,18618.166666666668,16233.75,15471.083333333334,15010.25,14340.583333333334,13660.083333333334,13452.333333333334,13322.833333333334,13778.25,14714.833333333334,17004.083333333332,20374.583333333332,24291.416666666668,25984.333333333332,25339.166666666668,22966.916666666668,20938.333333333332
2018-05-24,19722.333333333332,18981.0,18621.416666666668,18463.083333333332,18979.833333333332,20364.75,21057.583333333332,18824.916666666668,16415.416666666668,15436.666666666666,14817.25,14351.666666666666,13295.083333333334,12776.0,12708.75,12995.333333333334,13913.916666666666,15782.25,19597.75,23645.083333333332,25199.583333333332,24317.25,22320.916666666668,20587.0
2018-05-25,19273.0,18207.583333333332,17564.166666666668,17357.75,17837.0,19273.0,20283.5,18858.583333333332,16469.083333333332,15843.583333333334,14744.833333333334,14004.583333333334,12843.166666666666,12113.416666666666,11983.166666666666,12039.166666666666,13031.833333333334,14660.416666666666,17835.833333333332,21292.0,23230.333333333332,22871.833333333332,21293.583333333332,19614.75
2018-05-26,18332.083333333332,17618.916666666668,16884.833333333332,16592.833333333332,16627.666666666668,16740.916666666668,15646.25,12907.0,10416.416666666666,9069.25,8653.5,8051.25,7599.416666666667,7333.666666666667,7083.916666666667,7670.583333333333,9357.583333333334,11670.333333333334,15656.25,20139.166666666668,22050.333333333332,21462.666666666668,20382.916666666668,18567.0
