Datetime,Net demand_t-3,Net demand_t-12,Net demand_t-13,Net demand_t-15,Net demand_t-16,Net demand_t-17,Net demand_t-18,Net demand_t-19,Net demand_t-20,Net demand_t-21,Net demand_t-22,Net demand_t-23,Net demand_t-24,last_24h_mean_t-12,last_24h_mean_t-13,last_24h_mean_t-14,last_24h_mean_t-19,last_24h_mean_t-22,last_24h_mean_t-23,last_24h_mean_t-24,last_week_mean_t-22,last_week_mean_t-23,last_week_mean_t-24,is_weekend_0.0,is_weekend_1.0
2018-09-30,20255.0,13174.0,13524.0,14616.0,15356.0,17095.0,20199.0,25430.0,27397.0,27371.0,26615.0,25404.0,23624.0,21359.0,21171.875,20987.875,20111.791666666668,19864.625,19825.75,19814.416666666668,22317.20238095238,22309.684523809527,22303.755952380958,0,1
2018-10-01,20065.0,13751.0,14645.0,17752.0,19504.0,21770.0,24137.0,27557.0,29428.0,29017.0,28037.0,26530.0,24322.0,19664.041666666668,19710.75,19818.45833333333,20569.45833333333,20781.916666666668,20828.83333333333,20857.916666666668,22352.375,22362.17857142857,22373.61904761905,1,0
2018-10-02,20686.0,22187.0,23115.0,26477.0,28331.0,29446.0,30914.0,33207.0,33821.0,33427.0,31914.0,29627.0,26884.0,22658.54166666667,23011.45833333333,23334.83333333333,24903.79166666667,25432.125,25561.16666666667,25667.91666666667,22863.309523809527,22884.64880952381,22904.16666666667,1,0
2018-10-03,22316.0,21849.0,21932.0,21926.0,22678.0,23339.0,25237.0,28980.0,30451.0,30119.0,28888.0,26895.0,24433.0,26399.04166666667,26349.75,26252.375,25160.08333333333,24755.75,24641.91666666667,24539.79166666667,23214.625,23209.82738095238,23205.434523809527,1,0
2018-10-04,20664.0,22440.0,21770.0,22555.0,22924.0,24050.0,25954.0,27796.0,29309.0,29081.0,27814.0,25885.0,23793.0,23920.5,23913.75,23896.125,23942.75,23807.16666666667,23765.08333333333,23738.41666666667,23152.59523809524,23133.375,23119.125,1,0
2018-10-05,20053.0,17407.0,17554.0,18094.0,17822.0,19945.0,22487.0,25545.0,27113.0,26981.0,26018.0,24096.0,21077.0,22795.58333333333,22619.91666666667,22456.45833333333,21648.70833333333,21394.875,21320.33333333333,21207.166666666668,22666.22023809524,22643.434523809527,22618.880952380958,1,0
2018-10-06,17615.0,15488.0,15686.0,16455.0,16571.0,17979.0,20782.0,25708.0,26780.0,26371.0,25203.0,23696.0,21660.0,20066.291666666668,19988.45833333333,19931.45833333333,19664.875,19591.625,19574.95833333333,19599.25,22232.58333333333,22216.86309523809,22203.55357142857,0,1
2018-10-07,18315.0,12357.0,11896.0,11612.0,11698.0,13204.0,15947.0,20513.0,22844.0,23355.0,23306.0,22232.0,20791.0,19128.041666666668,18970.125,18781.916666666668,17760.208333333332,17391.5,17330.5,17294.291666666668,21879.279761904763,21860.39880952381,21843.535714285714,0,1
2018-10-08,17299.0,10387.0,10263.0,11460.0,12628.0,13825.0,17451.0,22633.0,24699.0,24476.0,23836.0,22671.0,21486.0,16579.875,16511.833333333332,16472.875,16682.166666666668,16828.25,16846.541666666668,16875.5,21314.47023809524,21291.5,21274.61904761905,1,0
2018-10-09,19105.0,15176.0,15695.0,16162.0,17342.0,18942.0,22727.0,27695.0,29525.0,29006.0,27756.0,25906.0,23474.0,18752.166666666668,18978.5,19183.625,20219.916666666668,20773.08333333333,20907.875,20990.70833333333,20648.89285714286,20626.74404761905,20606.446428571428,1,0
2018-10-10,20015.0,15702.0,15649.0,16279.0,16118.0,17204.0,20106.0,25688.0,27612.0,26969.0,25582.0,23804.0,21576.0,21318.666666666668,21316.75,21329.25,21017.875,20762.70833333333,20675.125,20596.041666666668,20078.45833333333,20060.059523809523,20043.053571428565,1,0
2018-10-11,18330.0,15599.0,15579.0,16088.0,16314.0,16951.0,19942.0,25228.0,27594.0,27101.0,25736.0,23966.0,21613.0,20136.20833333333,20133.291666666668,20115.166666666668,20078.83333333333,20090.0,20096.75,20098.291666666668,19547.434523809523,19536.011904761905,19523.035714285714,1,0
2018-10-12,18638.0,16109.0,16205.0,16495.0,17698.0,18633.0,21981.0,26482.0,28420.0,28049.0,26584.0,24739.0,22635.0,20120.70833333333,20146.791666666668,20168.95833333333,20450.875,20560.125,20592.33333333333,20634.916666666668,19428.184523809523,19432.011904761905,19441.285714285714,1,0
2018-10-13,19378.0,15790.0,15111.0,16966.0,18085.0,19395.0,23235.0,27372.0,28795.0,28082.0,26762.0,25304.0,23153.0,20778.5,20732.916666666668,20700.75,20857.58333333333,20882.0,20905.541666666668,20927.125,19612.52380952381,19622.09523809524,19630.98214285714,0,1
2018-10-14,19938.0,14036.0,13451.0,13162.0,13499.0,14593.0,16479.0,21502.0,22781.0,22436.0,21865.0,20587.0,19116.0,20638.20833333333,20569.041666666668,20458.125,19382.375,18692.5,18495.95833333333,18327.75,19798.380952380958,19788.589285714286,19778.61904761905,0,1
2018-10-15,16530.0,10890.0,10038.0,10525.0,11019.0,12766.0,17075.0,22952.0,24981.0,24307.0,23433.0,21926.0,19944.0,16751.791666666668,16609.583333333332,16502.458333333332,16298.375,16533.333333333332,16589.125,16623.625,19756.25,19751.81547619048,19742.636904761905,1,0
2018-10-16,16928.0,13286.0,13282.0,14561.0,15043.0,17130.0,20411.0,26600.0,28626.0,27878.0,26432.0,24418.0,22162.0,17382.666666666668,17517.833333333332,17689.625,18498.291666666668,18923.916666666668,19027.75,19120.166666666668,19492.08333333333,19483.22619047619,19475.416666666668,1,0
2018-10-17,19164.0,14756.0,14814.0,15828.0,16426.0,18366.0,21987.0,26786.0,28763.0,27894.0,26575.0,24648.0,22462.0,20083.08333333333,20146.916666666668,20170.75,20406.08333333333,20418.416666666668,20428.0,20440.5,19442.89880952381,19447.92261904762,19453.196428571428,1,0
2018-10-18,19363.0,15053.0,14929.0,16060.0,16969.0,18063.0,21996.0,27327.0,29063.0,28273.0,26939.0,24910.0,22767.0,20583.375,20588.166666666668,20613.45833333333,20656.041666666668,20699.5,20710.416666666668,20723.125,19529.97023809524,19535.589285714286,19542.45833333333,1,0
2018-10-19,19540.0,15232.0,15216.0,16196.0,16880.0,18670.0,23285.0,28382.0,29672.0,28798.0,27439.0,25599.0,23227.0,20796.70833333333,20808.666666666668,20814.375,20939.291666666668,21007.375,21036.08333333333,21055.25,19593.86309523809,19598.98214285714,19602.505952380958,1,0
2018-10-20,19968.0,15124.0,15222.0,16192.0,17353.0,18599.0,23278.0,28475.0,29561.0,28350.0,27199.0,25580.0,23441.0,21058.0,21058.25,21055.791666666668,21075.95833333333,21042.666666666668,21041.875,21050.791666666668,19616.81547619048,19618.45833333333,19620.17261904762,0,1
2018-10-21,19666.0,13285.0,12571.0,13612.0,14920.0,17363.0,21998.0,26857.0,28004.0,27134.0,26046.0,24448.0,22916.0,20417.291666666668,20306.83333333333,20205.0,19823.875,19660.291666666668,19613.125,19591.25,19755.071428571428,19778.053571428565,19800.67261904762,0,1
2018-10-22,19818.0,11971.0,11628.0,12138.0,13250.0,15458.0,20383.0,25198.0,26305.0,25436.0,24220.0,22732.0,21094.0,19299.291666666668,19260.0,19207.75,18860.95833333333,18643.33333333333,18571.83333333333,18495.916666666668,20056.5,20061.29761904762,20068.14285714286,1,0
2018-10-23,17423.0,15914.0,15082.0,16443.0,17562.0,19794.0,23630.0,27256.0,27875.0,26549.0,25565.0,23770.0,21836.0,18858.83333333333,19002.75,19147.0,19907.75,20075.58333333333,20118.83333333333,20149.75,20221.02380952381,20217.166666666668,20215.22619047619,1,0
2018-10-24,18703.0,15837.0,15345.0,16426.0,17358.0,18758.0,23537.0,26801.0,27520.0,26526.0,25774.0,23825.0,22010.0,20504.83333333333,20515.791666666668,20519.375,20444.166666666668,20437.125,20439.416666666668,20446.666666666668,20223.696428571428,20218.79761904762,20216.10714285714,1,0
2018-10-25,19607.0,15599.0,15776.0,16958.0,17888.0,19534.0,23603.0,27409.0,27772.0,26814.0,25643.0,23745.0,21865.0,20584.041666666668,20602.0,20638.70833333333,20743.375,20760.416666666668,20757.08333333333,20751.041666666668,20232.39880952381,20225.464285714286,20220.09523809524,1,0
2018-10-26,19983.0,16848.0,16442.0,17333.0,18707.0,20271.0,25113.0,28937.0,29923.0,28819.0,27473.0,25731.0,23735.0,21079.791666666668,21107.541666666668,21137.291666666668,21344.33333333333,21593.75,21676.5,21754.416666666668,20316.166666666668,20316.95238095238,20319.97619047619,1,0
2018-10-27,20697.0,17050.0,16855.0,17528.0,19042.0,20993.0,25701.0,29060.0,29752.0,28519.0,27480.0,26021.0,24047.0,22108.125,22125.33333333333,22124.16666666667,22205.95833333333,22186.625,22198.70833333333,22211.70833333333,20479.589285714286,20482.214285714286,20485.821428571428,0,1
2018-10-28,20435.0,15527.0,15185.0,15996.0,16371.0,17988.0,22698.0,26251.0,26549.0,25655.0,24230.0,22761.0,21501.0,21529.416666666668,21459.83333333333,21405.5,20863.0,20474.791666666668,20338.95833333333,20232.875,20595.946428571428,20585.904761904763,20577.48214285714,0,1
2018-10-29,18347.0,12565.0,12344.0,13851.0,14818.0,16595.0,20704.0,23324.0,24877.0,24070.0,22766.0,21442.0,19464.0,18963.791666666668,18845.416666666668,18762.08333333333,18344.916666666668,18148.20833333333,18093.25,18008.375,20525.214285714286,20517.535714285714,20507.83333333333,1,0
2018-10-30,15865.0,15565.0,15583.0,15553.0,16120.0,17726.0,21970.0,25396.0,26979.0,26356.0,24264.0,22408.0,20805.0,18400.70833333333,18535.666666666668,18597.0,18908.375,19153.625,19193.875,19249.75,20393.505952380958,20385.39880952381,20379.261904761905,1,0
2018-10-31,17419.0,14751.0,14944.0,15602.0,16423.0,17871.0,22915.0,26577.0,28126.0,27970.0,26792.0,24973.0,22749.0,19405.5,19378.875,19386.95833333333,19496.25,19716.625,19823.5,19904.5,20290.57738095238,20297.410714285714,20301.809523809523,1,0
2018-11-01,19697.0,15586.0,15434.0,16660.0,17876.0,20081.0,24605.0,27692.0,28051.0,27179.0,26403.0,25115.0,22903.0,20840.291666666668,20860.70833333333,20878.70833333333,21192.291666666668,21140.0,21145.916666666668,21152.33333333333,20344.803571428565,20352.95833333333,20359.136904761905,1,0
2018-11-02,19823.0,17242.0,17529.0,19034.0,20151.0,22411.0,26205.0,28947.0,29726.0,28783.0,27494.0,25667.0,23614.0,21315.666666666668,21402.95833333333,21490.75,21900.5,22082.58333333333,22105.58333333333,22135.20833333333,20414.636904761905,20414.255952380958,20413.535714285714,1,0
2018-11-03,20248.0,17106.0,17335.0,18471.0,19632.0,21431.0,25849.0,27295.0,27361.0,26278.0,25315.0,23647.0,22007.0,22268.58333333333,22260.5,22256.83333333333,22087.25,21793.541666666668,21709.375,21642.416666666668,20358.48214285714,20344.35119047619,20332.20833333333,0,1
2018-11-04,18800.0,12826.0,12613.0,14528.0,16862.0,19098.0,24208.0,26499.0,27114.0,26563.0,25666.0,24441.0,22849.0,20335.041666666668,20138.291666666668,19948.416666666668,19469.95833333333,19486.166666666668,19519.25,19554.33333333333,20217.25,20227.25,20235.27380952381,0,1
2018-11-05,19476.0,13500.0,13223.0,15567.0,16451.0,20090.0,23453.0,25102.0,24633.0,23508.0,22314.0,20304.0,18746.0,19601.125,19626.541666666668,19659.666666666668,19637.5,19267.166666666668,19094.791666666668,18923.83333333333,20377.10119047619,20370.32738095238,20366.053571428565,1,0
2018-11-06,16855.0,13704.0,14622.0,15874.0,17976.0,22876.0,25716.0,26860.0,26427.0,25599.0,24661.0,23022.0,20982.0,18230.33333333333,18288.625,18335.08333333333,18695.041666666668,18954.70833333333,19067.95833333333,19161.125,20348.684523809523,20352.339285714286,20353.39285714286,1,0
2018-11-07,17888.0,15114.0,15631.0,16931.0,18951.0,24230.0,27754.0,28702.0,27577.0,26706.0,25552.0,23648.0,21478.0,19923.916666666668,19965.95833333333,20003.375,20306.125,20437.291666666668,20463.375,20484.041666666668,20451.636904761905,20443.75,20436.184523809523,1,0
2018-11-08,18703.0,15292.0,14472.0,15144.0,17107.0,22464.0,26227.0,27591.0,26887.0,25644.0,23467.0,21538.0,19650.0,20732.791666666668,20684.5,20621.25,20286.45833333333,20126.58333333333,20038.666666666668,19962.5,20306.86309523809,20285.571428571428,20266.20833333333,1,0
2018-11-09,17323.0,13099.0,13035.0,14769.0,16276.0,21207.0,25118.0,26788.0,26183.0,25317.0,24179.0,22705.0,21046.0,19280.875,19221.0,19183.95833333333,19001.666666666668,18988.375,19037.0,19095.166666666668,19864.83333333333,19847.20238095238,19831.916666666668,1,0
2018-11-10,18711.0,14703.0,15408.0,16810.0,18408.0,23666.0,27244.0,28047.0,27197.0,26353.0,25456.0,24257.0,22729.0,19611.70833333333,19710.58333333333,19797.666666666668,20215.041666666668,20353.666666666668,20418.33333333333,20488.45833333333,19659.136904761905,19662.76785714286,19667.06547619048,0,1
2018-11-11,20034.0,13558.0,13330.0,14086.0,15995.0,20618.0,23720.0,24867.0,24322.0,23719.0,22865.0,21752.0,20506.0,20472.625,20386.041666666668,20294.20833333333,19673.83333333333,19336.33333333333,19231.95833333333,19139.33333333333,19637.73214285714,19621.72619047619,19607.779761904763,0,1
2018-11-12,18438.0,10324.0,10114.0,11316.0,13536.0,19431.0,23501.0,25222.0,24820.0,24237.0,23464.0,22358.0,20918.0,18006.958333333332,17872.958333333332,17747.416666666668,17485.75,17553.041666666668,17578.291666666668,17595.458333333332,19392.85714285714,19405.08333333333,19418.011904761905,1,0
2018-11-13,18609.0,14627.0,14811.0,15802.0,18009.0,23394.0,27098.0,28555.0,27903.0,27138.0,26018.0,24199.0,22369.0,18729.33333333333,18925.041666666668,19108.45833333333,19935.625,20291.375,20368.08333333333,20428.541666666668,19583.809523809523,19590.81547619048,19599.071428571428,1,0
2018-11-14,19430.0,16987.0,17759.0,20255.0,21154.0,24543.0,27610.0,28737.0,28268.0,27581.0,26638.0,24953.0,23039.0,21171.70833333333,21294.541666666668,21470.291666666668,21863.666666666668,21923.166666666668,21954.58333333333,21982.5,19796.07738095238,19803.84523809524,19813.136904761905,1,0
2018-11-15,19933.0,16706.0,16816.0,17538.0,19907.0,24911.0,28149.0,29332.0,28570.0,27830.0,26828.0,25068.0,23086.0,22312.0,22272.70833333333,22195.75,22093.16666666667,22124.04166666667,22128.83333333333,22130.79166666667,20081.428571428565,20102.44047619048,20122.89285714286,1,0
2018-11-16,19970.0,16647.0,16850.0,18333.0,20961.0,24876.0,27790.0,28707.0,28165.0,27663.0,26682.0,25034.0,23556.0,21837.166666666668,21838.58333333333,21848.375,21882.95833333333,21853.041666666668,21851.625,21871.20833333333,20490.666666666668,20504.529761904763,20519.47023809524,1,0
2018-11-17,20619.0,17927.0,17951.0,19230.0,20787.0,24475.0,27329.0,28171.0,27375.0,26412.0,25632.0,24453.0,22992.0,22432.75,22478.625,22512.41666666667,22484.29166666667,22355.5,22331.29166666667,22307.79166666667,20776.64285714286,20777.809523809523,20779.375,0,1
2018-11-18,19988.0,14549.0,14899.0,15692.0,18246.0,21880.0,24754.0,25850.0,25692.0,24984.0,24435.0,23686.0,22600.0,21243.416666666668,21116.25,20972.291666666668,20406.875,20227.375,20195.416666666668,20179.08333333333,20903.934523809523,20915.446428571428,20927.910714285714,0,1
2018-11-19,20003.0,13219.0,13274.0,13970.0,16752.0,21560.0,24946.0,26204.0,25905.0,25357.0,24564.0,23518.0,22078.0,20010.70833333333,19943.0,19880.75,19756.166666666668,19785.95833333333,19778.95833333333,19757.20833333333,21222.92261904762,21229.82738095238,21236.73214285714,1,0
2018-11-20,19249.0,19379.0,19270.0,22104.0,23780.0,25555.0,27814.0,28749.0,28208.0,27435.0,26448.0,24902.0,23063.0,20711.416666666668,20961.25,21269.375,22293.125,22554.16666666667,22611.83333333333,22652.875,21546.178571428565,21550.36309523809,21554.49404761905,1,0
2018-11-21,20506.0,16434.0,16331.0,17647.0,19639.0,24378.0,27512.0,28517.0,27829.0,27056.0,26166.0,24748.0,23015.0,22671.45833333333,22549.0,22376.75,21947.20833333333,21903.875,21897.45833333333,21895.45833333333,21543.42261904762,21542.20238095238,21542.059523809523,1,0
2018-11-22,20015.0,18266.0,18124.0,20790.0,22424.0,24476.0,26576.0,27435.0,26677.0,25615.0,24813.0,23326.0,21695.0,21788.875,21863.58333333333,21968.20833333333,22135.20833333333,21970.791666666668,21911.541666666668,21856.541666666668,21521.529761904763,21511.160714285714,21502.880952380958,1,0
2018-11-23,18164.0,11543.0,10922.0,10539.0,12358.0,16950.0,20148.0,20857.0,20313.0,19981.0,19209.0,17794.0,18000.0,19843.5,19543.416666666668,19186.70833333333,17484.666666666668,16751.25,16520.75,16366.791666666664,20792.70238095238,20749.60714285714,20716.535714285714,1,0
2018-11-24,15734.0,12504.0,13115.0,14374.0,16063.0,18942.0,21316.0,22800.0,22603.0,22134.0,21419.0,20544.0,18925.0,15770.916666666664,15862.291666666664,15994.708333333336,16521.5,16798.708333333332,16913.291666666668,16951.833333333332,19998.875,19975.60714285714,19951.39880952381,0,1
2018-11-25,16060.0,11371.0,11085.0,10952.0,13245.0,17785.0,21292.0,22680.0,22737.0,22965.0,22051.0,21212.0,20014.0,16909.583333333332,16825.0,16694.583333333332,16380.375,16446.916666666668,16474.75,16520.125,19458.809523809523,19444.08333333333,19428.69047619048,0,1
2018-11-26,18308.0,11846.0,11644.0,12983.0,15480.0,21025.0,24719.0,26280.0,25964.0,25439.0,24520.0,23126.0,21467.0,17334.75,17358.041666666668,17422.666666666668,18028.20833333333,18368.625,18448.375,18508.916666666668,19256.33333333333,19254.0,19250.36309523809,1,0
2018-11-27,19114.0,15500.0,15418.0,17107.0,19453.0,24403.0,27745.0,28830.0,28122.0,27240.0,26215.0,24309.0,22325.0,19774.75,19932.0,20077.5,20787.95833333333,21023.541666666668,21072.83333333333,21108.58333333333,19037.67261904762,19034.14285714286,19029.75,1,0
2018-11-28,19305.0,17155.0,17047.0,17991.0,20121.0,23016.0,25524.0,27343.0,26618.0,26273.0,25097.0,23282.0,21192.0,21388.08333333333,21455.95833333333,21532.875,21385.25,21235.70833333333,21192.916666666668,21145.70833333333,18942.22023809524,18933.49404761905,18922.64285714286,1,0
2018-11-29,17943.0,16787.0,15523.0,16726.0,19216.0,22324.0,25507.0,27063.0,26495.0,25824.0,24624.0,22529.0,20545.0,20944.5,20881.0,20827.666666666668,20696.041666666668,20652.5,20621.125,20594.166666666668,18753.89285714286,18749.14880952381,18742.303571428565,1,0
2018-11-30,18201.0,19350.0,18948.0,20442.0,21126.0,23363.0,26076.0,26839.0,26118.0,25767.0,23976.0,21851.0,19795.0,20585.791666666668,20728.5,20898.33333333333,21190.416666666668,21145.33333333333,21117.08333333333,21085.83333333333,19381.61904761905,19405.76785714286,19416.45238095238,1,0
2018-12-01,17284.0,14086.0,14564.0,15476.0,17234.0,21235.0,24361.0,25603.0,24850.0,24151.0,23015.0,21333.0,19952.0,20232.166666666668,20049.5,19810.45833333333,19229.75,19069.541666666668,19047.95833333333,19054.5,19706.02380952381,19710.72023809524,19716.83333333333,0,1
2018-12-02,16190.0,10999.0,11593.0,12869.0,15100.0,19316.0,22531.0,24081.0,23879.0,22968.0,22785.0,21922.0,20618.0,18109.875,17986.083333333332,17857.75,17440.583333333332,17341.25,17365.791666666668,17393.541666666668,19833.785714285714,19838.011904761905,19841.60714285714,0,1
2018-12-03,17909.0,9941.0,9733.0,10599.0,13608.0,18929.0,24169.0,26136.0,26085.0,25619.0,24958.0,23532.0,21987.0,17704.833333333332,17627.333333333332,17557.208333333332,17538.208333333332,17831.125,17898.208333333332,17955.25,19757.0,19759.416666666668,19762.511904761905,1,0
2018-12-04,19596.0,15340.0,14686.0,16409.0,18757.0,23809.0,27790.0,29097.0,28672.0,28095.0,26948.0,25098.0,22859.0,19823.83333333333,20030.20833333333,20238.666666666668,21172.875,21466.75,21532.0,21568.33333333333,19820.31547619048,19825.011904761905,19828.19047619048,1,0
2018-12-05,19670.0,18349.0,18075.0,19327.0,20403.0,24045.0,27072.0,28159.0,27830.0,27543.0,26470.0,25114.0,23234.0,21879.58333333333,22020.79166666667,22163.5,22294.5,22216.5,22217.16666666667,22232.79166666667,19960.428571428565,19971.33333333333,19983.48809523809,1,0
2018-12-06,19495.0,20780.0,20274.0,22376.0,23788.0,25960.0,28340.0,29188.0,28686.0,28041.0,26879.0,25098.0,22641.0,22504.54166666667,22596.16666666667,22711.66666666667,23155.25,23228.70833333333,23228.04166666667,23203.33333333333,20328.45833333333,20343.75,20356.22619047619,1,0
2018-12-07,19312.0,23389.0,23126.0,24032.0,24531.0,25560.0,27694.0,28800.0,28815.0,28275.0,27477.0,25713.0,23442.0,23355.58333333333,23474.41666666667,23574.58333333333,23614.79166666667,23654.83333333333,23680.45833333333,23713.83333333333,20686.95833333333,20709.946428571428,20731.654761904763,1,0
2018-12-08,20411.0,19288.0,17975.0,17937.0,19389.0,23697.0,27009.0,28337.0,27857.0,27314.0,26592.0,25352.0,23669.0,23790.16666666667,23575.54166666667,23347.25,22753.58333333333,22636.75,22621.70833333333,22631.16666666667,21196.559523809523,21220.48214285714,21242.60714285714,0,1
2018-12-09,20270.0,14076.0,13240.0,14058.0,15736.0,20994.0,24809.0,26226.0,25890.0,25509.0,25053.0,23977.0,22393.0,21428.70833333333,21231.416666666668,21028.375,20422.291666666668,20201.0,20143.70833333333,20090.541666666668,21605.09523809524,21617.32738095238,21627.89285714286,0,1
2018-12-10,19282.0,14793.0,14039.0,16356.0,18408.0,22186.0,25450.0,26908.0,26799.0,26431.0,25712.0,24364.0,22326.0,19634.916666666668,19668.20833333333,19736.875,20048.75,20152.5,20168.625,20165.83333333333,21936.72023809524,21941.67261904762,21943.69047619048,1,0
2018-12-11,19094.0,22285.0,21767.0,22698.0,23669.0,25280.0,28111.0,29581.0,29269.0,28524.0,27421.0,25628.0,23090.0,21708.20833333333,22030.20833333333,22317.25,23151.875,23413.20833333333,23465.875,23497.70833333333,22214.785714285717,22217.940476190477,22219.315476190477,1,0
2018-12-12,19768.0,17673.0,16540.0,16547.0,18604.0,23353.0,27245.0,28898.0,28848.0,28386.0,27317.0,25376.0,23070.0,23158.125,22940.33333333333,22724.29166666667,22112.125,22084.5,22074.0,22073.16666666667,22195.92857142857,22197.48809523809,22196.511904761905,1,0
2018-12-13,19654.0,15946.0,15247.0,15716.0,17932.0,23191.0,26924.0,28627.0,28324.0,27875.0,27189.0,25421.0,23355.0,21521.5,21467.625,21395.83333333333,21301.791666666668,21253.33333333333,21255.20833333333,21267.08333333333,21913.73214285714,21915.654761904763,21919.904761904763,1,0
2018-12-14,19797.0,15356.0,14844.0,15298.0,17455.0,23065.0,27041.0,28561.0,28136.0,27586.0,26835.0,25090.0,22995.0,21590.291666666668,21573.5,21570.291666666668,21529.875,21495.25,21481.45833333333,21466.45833333333,21605.22023809524,21601.511904761905,21598.85119047619,1,0
2018-12-15,19753.0,22998.0,22874.0,22493.0,23805.0,25104.0,27670.0,28613.0,28239.0,27459.0,26572.0,25098.0,23168.0,22331.95833333333,22666.54166666667,22991.45833333333,23669.16666666667,23657.20833333333,23657.54166666667,23664.75,21751.0,21749.48809523809,21746.505952380958,0,1
2018-12-16,19705.0,13267.0,13204.0,13620.0,15666.0,20798.0,24705.0,26099.0,25708.0,25214.0,24691.0,23828.0,22212.0,22052.66666666667,21649.75,21261.33333333333,20144.791666666668,19867.416666666668,19814.5,19774.666666666668,21703.34523809524,21702.45833333333,21701.380952380958,0,1
2018-12-17,19315.0,13478.0,13610.0,14981.0,17024.0,21804.0,25531.0,26708.0,26662.0,26256.0,25313.0,23682.0,22072.0,19336.791666666668,19353.70833333333,19397.33333333333,19612.33333333333,19721.416666666668,19715.33333333333,19709.5,21641.761904761905,21637.70238095238,21636.19047619048,1,0
2018-12-18,18730.0,19258.0,17619.0,17102.0,18654.0,22369.0,25822.0,27071.0,26150.0,25638.0,24532.0,22589.0,20411.0,20865.0,21032.041666666668,21148.25,21355.33333333333,21275.70833333333,21230.166666666668,21160.95833333333,21336.404761904763,21318.31547619048,21302.36904761905,1,0
2018-12-19,17872.0,16122.0,15499.0,15190.0,16973.0,21375.0,25065.0,26837.0,26674.0,26535.0,26252.0,24685.0,22910.0,20548.5,20460.166666666668,20379.45833333333,20147.041666666668,20277.916666666668,20365.25,20469.375,21078.321428571428,21074.20833333333,21073.255952380958,1,0
2018-12-20,19346.0,15968.0,15974.0,16490.0,18296.0,22963.0,26770.0,28443.0,28203.0,27594.0,26774.0,25279.0,23269.0,20887.375,20907.166666666668,20962.45833333333,21275.875,21405.45833333333,21430.20833333333,21445.166666666668,21100.053571428565,21099.20833333333,21098.696428571428,1,0
2018-12-21,19881.0,17718.0,17371.0,17877.0,19961.0,23941.0,27479.0,28621.0,28100.0,27391.0,26574.0,24881.0,22716.0,21849.95833333333,21908.166666666668,21946.0,22150.875,22129.79166666667,22113.20833333333,22090.16666666667,21190.70238095238,21189.45833333333,21187.79761904762,1,0
2018-12-22,19266.0,18279.0,17871.0,17268.0,18163.0,21697.0,24478.0,26293.0,25640.0,24880.0,24657.0,23477.0,21569.0,21943.291666666668,21964.125,21972.666666666668,21556.83333333333,21269.83333333333,21211.33333333333,21163.541666666668,20849.64880952381,20840.0,20830.48214285714,0,1
2018-12-23,17104.0,14395.0,13834.0,14425.0,16025.0,20605.0,24642.0,25888.0,25641.0,25203.0,24677.0,23924.0,22396.0,20044.666666666668,19876.45833333333,19709.70833333333,19446.625,19460.95833333333,19479.58333333333,19514.041666666668,20791.58333333333,20792.154761904763,20793.25,0,1
2018-12-24,19320.0,14806.0,13703.0,14784.0,15144.0,19323.0,22892.0,24588.0,24637.0,23691.0,22620.0,21971.0,20389.0,19714.625,19709.166666666668,19718.875,19516.625,19326.08333333333,19244.70833333333,19161.08333333333,20735.10714285714,20724.92261904762,20714.904761904763,1,0
2018-12-25,17135.0,12900.0,12449.0,12356.0,14263.0,17967.0,21273.0,23308.0,21938.0,20909.0,20997.0,20311.0,18227.0,18369.625,18317.375,18265.375,17950.208333333332,17654.208333333332,17585.041666666668,17494.958333333332,20217.75,20204.19047619048,20191.19047619048,1,0
2018-12-26,15369.0,9617.0,9356.0,9079.0,10054.0,14351.0,18705.0,20325.0,19981.0,19824.0,19678.0,19054.0,18037.0,16447.958333333332,16319.083333333336,16177.166666666664,15483.291666666664,15301.583333333336,15249.208333333336,15241.291666666664,19506.84523809524,19473.32738095238,19444.321428571428,1,0
2018-12-27,16509.0,14211.0,14157.0,13896.0,15201.0,20002.0,23520.0,25899.0,25862.0,24282.0,23989.0,23352.0,20834.0,16544.583333333332,16744.625,16935.458333333332,18018.95833333333,18629.375,18808.45833333333,18925.0,19110.261904761905,19098.791666666668,19084.29761904762,1,0
2018-12-28,16963.0,11229.0,10673.0,11964.0,14417.0,19251.0,23125.0,26167.0,25877.0,25243.0,24422.0,23718.0,21676.0,18523.291666666668,18378.125,18265.791666666668,18116.041666666668,18174.75,18190.0,18225.08333333333,18545.255952380958,18538.33333333333,18532.14285714286,1,0
2018-12-29,18996.0,13138.0,12523.0,12660.0,14652.0,20687.0,25239.0,27753.0,27676.0,27284.0,26420.0,25189.0,23498.0,19217.75,19294.83333333333,19348.416666666668,19601.20833333333,19844.45833333333,19905.75,19981.666666666668,18341.630952380958,18351.821428571428,18363.303571428565,0,1
2018-12-30,20657.0,12039.0,11505.0,11485.0,13503.0,19243.0,24370.0,26765.0,26628.0,26281.0,25768.0,24716.0,23104.0,20177.5,20135.08333333333,20106.541666666668,19872.166666666668,19759.541666666668,19739.83333333333,19723.416666666668,18384.285714285714,18389.0,18393.214285714286,0,1
